num_total_cells,total_non_ran_equipment,has_shared_ran,ran_vendor_type,mast_group,ps_traffic_mb,kwh_expected,noise_std,kwh_expected_noise
21,0,1,Vendor A,Other,23881862.25914695,4179.72,135.8409,4016.6754820511983
24,0,1,Vendor B,Tower,19143737.190534916,2577.6000000000004,103.10400000000001,2556.138709279713
24,0,1,Vendor A,Disguised,20529285.76860375,4418.07,154.63245,4288.490187066249
14,1,0,Vendor A,Rooftop,0.0,2971.3499999999995,89.14049999999997,2920.0498600690494
21,0,1,Vendor B,Tower,16343250.706377495,2315.4,92.616,2370.558532175309
32,2,1,Vendor B,Rooftop,20014915.031800877,4856.0,145.68,5105.468340250818
22,0,1,Vendor A,Tower,27199130.530884348,4339.73,173.58919999999998,4408.784356730346
3,0,0,Vendor B,Pole,702765.7322601518,878.2,17.564,857.4447083363287
12,0,0,Vendor A,Rooftop,0.0,2537.12,76.11359999999999,2571.1869987719324
18,0,1,Vendor A,Rooftop,14758830.815602493,4198.79,125.96369999999999,4352.26036004948
9,0,0,Vendor B,Tower,8488591.47449829,1263.2,50.528000000000006,1232.7616146115301
14,0,1,Vendor A,Rooftop,5464798.380984968,3470.4300000000003,104.11290000000001,3456.5050955290194
19,0,1,Vendor A,Tower,31892939.95063607,3875.9300000000003,155.0372,3878.207885678913
24,0,1,Vendor A,Tower,49771175.97435421,4648.929999999999,185.95719999999997,4505.239951745119
25,0,0,Vendor A,Tower,17045822.691422947,4699.0,187.96,4822.444404981277
19,1,1,Vendor A,Rooftop,12408326.934413372,4513.27,135.3981,4496.923524553384
16,0,1,Vendor A,Pole,16983820.849972095,2996.1,59.922,3021.3449859000766
5,0,0,Vendor B,Tower,4062890.96248266,823.3599999999999,32.9344,794.6437030899864
25,0,1,Vendor A,Tower,17619266.40332176,4803.53,192.1412,4720.2073668225075
17,1,0,Vendor A,Tower,25791454.075887073,3575.73,143.0292,3680.558862344764
16,0,0,Vendor A,Tower,11014987.789578427,3242.53,129.7012,3194.531888111798
18,1,0,Vendor B,Tower,8496665.835636415,2453.4700000000003,98.13880000000002,2628.9431020742877
21,0,1,Vendor B,Tower,9996749.17915247,2315.4,92.616,2278.6815572999335
24,0,1,Vendor A,Tower,36322213.89242234,4648.929999999999,185.95719999999997,4690.900060610589
18,0,1,Vendor A,Tower,7042220.5161846215,3721.33,148.8532,3862.77085695872
19,0,0,Vendor A,Tower,21877739.71122344,3728.0200000000004,149.12080000000003,3522.400200210027
24,1,1,Vendor A,Rooftop,16930833.00547363,5423.72,162.7116,5144.651660519071
21,0,1,Vendor A,Tower,25123403.126965437,4185.13,167.4052,3937.3641981473074
21,0,0,Vendor A,Tower,62249106.042391226,4051.6800000000003,162.0672,4261.558651761596
27,0,1,Vendor B,Disguised,23263287.318302292,3359.8199999999997,117.5937,3295.5476680869247
16,0,1,Vendor A,Tower,23297345.855070416,3412.13,136.48520000000002,3779.7758205915766
15,0,0,Vendor A,Tower,2599341.341933705,3080.7000000000003,123.22800000000001,3011.947682033296
27,0,1,Vendor B,Tower,20706251.85914296,2839.8,113.59200000000001,2860.8411194005203
24,0,0,Vendor B,Disguised,12084377.11068221,2910.93,101.88255000000001,3072.3614445483922
22,0,0,Vendor A,Disguised,26090684.044298455,4049.58,141.73530000000002,4344.133973159132
24,0,1,Vendor A,Other,30006219.1150717,4806.09,156.197925,5139.124478166603
21,0,1,Vendor B,Other,9707491.812516203,2500.62,81.27015,2600.7779287008325
12,0,0,Vendor B,Rooftop,741433.556615964,1415.96,42.4788,1460.1360583943172
17,0,1,Vendor B,Tower,1359998.3339982927,1965.8000000000002,78.632,2012.9481024305624
8,0,0,Vendor B,Rooftop,0.0,1163.56,34.9068,1191.049800187914
21,0,1,Vendor A,Rooftop,6648456.90768683,4745.0599999999995,142.35179999999997,4667.242869596274
21,0,1,Vendor B,Tower,3236675.3040857217,2315.4,92.616,2240.8483087825166
18,0,1,Vendor B,Rooftop,1264144.1228451866,2694.0,80.82,2693.727290155996
12,0,0,Vendor B,Rooftop,5539043.872937856,1415.96,42.4788,1408.7491846683693
19,0,1,Vendor A,Tower,20388057.474495627,3875.9300000000003,155.0372,3806.2959019799077
18,1,1,Vendor B,Tower,20197403.55194943,2273.2,90.928,2337.4112845787995
27,0,1,Vendor A,Tower,46878470.86417467,5112.73,204.5092,5311.879441813661
16,1,0,Vendor A,Tower,24131257.82504482,3413.9,136.556,3425.9938617746693
22,0,0,Vendor A,Other,48061974.16188465,4454.13,144.75922500000001,4673.2346819558115
21,2,0,Vendor A,Tower,13955728.558296666,4394.42,175.7768,4198.250914902211
18,0,0,Vendor A,Other,5619461.586945807,3648.2900000000004,118.56942500000002,3625.400018827568
27,9,1,Vendor B,Tower,36505263.70229394,4819.8,192.792,4683.5648525668485
21,0,1,Vendor B,Tower,7740797.57268533,2315.4,92.616,2148.8245981414325
18,0,0,Vendor A,Tower,21217990.14461712,3566.19,142.6476,3554.4152801688233
21,0,1,Vendor B,Tower,14030027.660287237,2315.4,92.616,2304.1516441798894
22,0,1,Vendor A,Disguised,26649256.695439495,4182.83,146.39905000000002,4410.370907623786
30,1,1,Vendor A,Rooftop,38806868.91337635,6516.26,195.4878,6640.750221426675
27,0,1,Vendor B,Disguised,37447127.153689526,3359.8199999999997,117.5937,3241.5151593222104
24,3,1,Vendor A,Rooftop,12150913.978445893,5688.5,170.655,6013.87542381411
27,0,1,Vendor B,Tower,48002489.70331025,2839.8,113.59200000000001,2981.942622806314
21,4,0,Vendor A,Rooftop,13048047.628552014,4455.42,133.6626,4533.908013291528
27,0,0,Vendor B,Tower,3130729.2182416203,3242.4799999999996,129.6992,3213.2378511975676
24,0,1,Vendor B,Tower,15739510.346173372,2577.6000000000004,103.10400000000001,2480.55211886056
21,1,0,Vendor B,Tower,26179720.96265041,2783.35,111.334,2742.2176851010327
21,0,1,Vendor B,Disguised,13926929.84376269,2719.86,95.19510000000001,2825.50358837852
24,0,1,Vendor B,Rooftop,8222203.243292768,3432.0,102.96,3631.627049304486
24,0,0,Vendor B,Tower,27945589.844889283,2912.6,116.504,3098.059334091698
16,0,1,Vendor B,Rooftop,17727499.06850961,2448.0,73.44,2412.3608697462532
6,0,0,Vendor B,Rooftop,2654340.8967150864,1037.3600000000001,31.120800000000003,1003.0952817823083
24,0,0,Vendor B,Tower,17890167.41100473,2912.6,116.504,2929.060147917253
15,0,0,Vendor A,Other,30039172.80367926,3043.9100000000003,98.92707500000002,2873.895980799693
25,0,1,Vendor A,Rooftop,47228286.416172385,5473.42,164.2026,5526.743045538047
21,0,1,Vendor B,Rooftop,2993638.5524573927,3063.0,91.89,3049.4667835244295
18,0,1,Vendor B,Other,11098287.2182737,2211.96,71.8887,2178.7096851122747
16,0,0,Vendor A,Tower,21159141.595311917,3242.53,129.7012,3042.153846220522
21,0,0,Vendor B,Tower,5642056.754033422,2582.72,103.30879999999999,2636.328188659049
19,1,1,Vendor A,Tower,12737834.374688495,4143.34,165.7336,4055.9875318277723
21,0,0,Vendor B,Tower,13289065.966548372,2582.72,103.30879999999999,2464.6416797047523
5,0,0,Vendor B,Rooftop,1145853.6707140352,974.26,29.2278,893.825299880297
4,0,0,Vendor A,Rooftop,0.0,1086.08,32.5824,1085.1838682632554
24,0,1,Vendor B,Tower,26891213.507752627,2577.6000000000004,103.10400000000001,2766.9587623299153
18,0,1,Vendor A,Rooftop,12500787.617799496,4198.79,125.96369999999999,4413.350559222636
21,0,1,Vendor B,Disguised,6261649.491063721,2719.86,95.19510000000001,2676.692898460268
12,0,0,Vendor B,Disguised,1093849.9581252676,1526.85,53.439750000000004,1495.0047251478363
21,0,1,Vendor A,Rooftop,34143884.10183632,4745.0599999999995,142.35179999999997,4812.262292142913
6,0,0,Vendor B,Pole,695215.8090646928,1070.1399999999999,21.4028,1048.9836806644557
24,1,0,Vendor B,Tower,12106925.607896596,3113.23,124.5292,3151.0396576683297
21,0,1,Vendor B,Tower,37545954.23276571,2315.4,92.616,2387.449568300859
24,0,1,Vendor A,Rooftop,31378688.753430475,5291.33,158.7399,5489.722066093039
9,0,0,Vendor B,Pole,2035157.7711309788,1262.08,25.2416,1259.5544811176721
16,0,0,Vendor A,Other,9962939.102294952,3245.3700000000003,105.47452500000001,3223.9585515636313
22,1,1,Vendor A,Rooftop,27186600.863966852,5059.54,151.78619999999998,4928.014124861153
19,4,0,Vendor A,Tower,60352900.53792613,4413.5,176.54,4269.910262947575
15,0,0,Vendor A,Tower,0.0,3080.7000000000003,123.22800000000001,3052.91749214563
18,0,1,Vendor B,Tower,7073517.891997381,2053.2,82.128,2083.5937598101987
15,0,0,Vendor A,Other,13945943.095461175,3043.9100000000003,98.92707500000002,3135.6433663453777
22,0,1,Vendor A,Tower,38835391.32754106,4339.73,173.58919999999998,4202.522650979857
27,1,1,Vendor A,Rooftop,11840358.083911035,5969.990000000001,179.0997,6243.406266145018
24,1,0,Vendor A,Disguised,38031190.885306455,4501.74,157.5609,4459.223566598109
27,0,0,Vendor B,Tower,18284362.154349495,3242.4799999999996,129.6992,3239.709862992131
15,0,0,Vendor A,Tower,27104554.49583856,3080.7000000000003,123.22800000000001,2989.98501810946
20,0,0,Vendor A,Tower,9114717.308287006,3889.8500000000004,155.59400000000002,3530.364015139065
21,0,1,Vendor B,Rooftop,11791269.628907403,3063.0,91.89,3145.3217486647095
18,5,1,Vendor A,Rooftop,26924220.698555402,4860.74,145.82219999999998,4969.384585611401
21,1,1,Vendor B,Tower,12555392.131881751,2535.4,101.41600000000001,2507.028815778047
25,0,0,Vendor A,Tower,52435195.54287196,4699.0,187.96,4711.608460661551
24,0,1,Vendor B,Tower,15368392.510938996,2577.6000000000004,103.10400000000001,2631.3481045649446
15,1,0,Vendor A,Tower,3854404.532363028,3252.07,130.08280000000002,3055.0314354094844
21,0,0,Vendor A,Tower,17285384.013533447,4051.6800000000003,162.0672,3966.838789534319
15,0,0,Vendor B,Rooftop,4017776.01789374,1605.26,48.157799999999995,1643.9693906268346
18,0,0,Vendor B,Tower,8481237.879812062,2252.84,90.1136,2142.600044421848
18,2,0,Vendor B,Tower,3360083.0986881927,2654.1000000000004,106.16400000000002,2685.448978934967
24,8,1,Vendor B,Tower,39157775.49916129,4337.6,173.50400000000002,4108.4997090698225
18,0,1,Vendor B,Tower,1337683.8786086093,2053.2,82.128,2091.8665446957784
24,0,1,Vendor B,Tower,3094343.673216263,2577.6000000000004,103.10400000000001,2573.927838856502
21,0,1,Vendor B,Tower,24889672.838583283,2315.4,92.616,2170.5426081922024
12,0,1,Vendor B,Pole,9470945.47432428,1283.8799999999999,25.677599999999998,1314.1387788458842
16,1,0,Vendor A,Tower,6403763.9575686585,3413.9,136.556,3315.046563080342
13,0,0,Vendor A,Tower,1024875.0662243518,2757.04,110.2816,2669.116564600505
15,0,0,Vendor A,Tower,512856.3308170414,3080.7000000000003,123.22800000000001,3105.515151033093
21,0,1,Vendor A,Tower,15724498.988124888,4185.13,167.4052,4381.903682876704
15,0,1,Vendor B,Rooftop,4426482.010536003,2325.0,69.75,2255.215163231422
18,1,0,Vendor A,Tower,6234023.01506043,3737.56,149.5024,3746.792670294954
33,3,0,Vendor A,Tower,39859881.087353505,6507.75,260.31,6620.338055117292
18,0,1,Vendor B,Pole,2916234.216252599,1685.82,33.7164,1709.351748951284
24,1,1,Vendor A,Rooftop,36391053.97334151,5423.72,162.7116,5452.505204148754
19,0,1,Vendor A,Tower,6808433.017788739,3875.9300000000003,155.0372,3819.4426943603858
21,1,1,Vendor B,Tower,20238626.034175042,2535.4,101.41600000000001,2452.8431146208586
25,0,1,Vendor A,Rooftop,28396241.86724112,5473.42,164.2026,5487.583342967997
15,0,1,Vendor A,Other,14899081.517319117,2926.98,95.12685,2826.74721573434
8,1,1,Vendor A,Rooftop,6547704.826480696,2510.2799999999997,75.30839999999999,2299.642753261474
16,0,0,Vendor A,Tower,15810984.545326877,3242.53,129.7012,3299.6496014375953
24,0,1,Vendor B,Tower,3263483.9172734143,2577.6000000000004,103.10400000000001,2672.5047120678482
27,1,1,Vendor B,Rooftop,17154764.038678452,4021.0,120.63,3745.8278783523397
24,1,1,Vendor A,Tower,16966346.08555264,4916.339999999999,196.65359999999998,4721.72936340185
21,0,1,Vendor B,Rooftop,21128746.46054203,3063.0,91.89,3120.4257650893214
27,0,1,Vendor B,Tower,15436419.891637567,2839.8,113.59200000000001,3083.401731953933
27,0,1,Vendor B,Tower,8048663.309198031,2839.8,113.59200000000001,2842.1629814089315
16,1,0,Vendor A,Disguised,24630183.578160666,3322.2200000000003,116.27770000000002,3238.6388425880814
18,0,0,Vendor A,Tower,23249586.33343802,3566.19,142.6476,3540.195463730659
24,0,1,Vendor A,Tower,18529877.735652067,4648.929999999999,185.95719999999997,4911.7590797484945
15,0,0,Vendor A,Tower,39783965.933797754,3080.7000000000003,123.22800000000001,3002.118711976068
18,0,1,Vendor B,Disguised,5266096.116970029,2399.88,83.99580000000002,2333.681388752299
27,0,1,Vendor B,Tower,8246192.766657105,2839.8,113.59200000000001,2785.4902390460134
8,0,0,Vendor B,Rooftop,535346.0709576576,1163.56,34.9068,1130.7537126543443
27,0,1,Vendor B,Tower,20310434.30181351,2839.8,113.59200000000001,2853.7686091819096
24,2,0,Vendor B,Tower,20028477.93062658,3313.8599999999997,132.5544,3536.37012065887
15,0,0,Vendor A,Tower,768899.1390236425,3080.7000000000003,123.22800000000001,3120.7707757315247
6,0,0,Vendor B,Rooftop,2342259.103416224,1037.3600000000001,31.120800000000003,1029.53620991119
3,0,0,Vendor A,Pole,7042587.806794216,1260.57,25.211399999999998,1253.234456140122
21,0,1,Vendor A,Other,26882379.607591715,4179.72,135.8409,3972.6785199607693
27,0,1,Vendor A,Tower,43969385.82520786,5112.73,204.5092,5296.56183256808
24,0,1,Vendor A,Tower,49218238.54087068,4648.929999999999,185.95719999999997,4634.478122335105
15,0,0,Vendor B,Tower,18017730.794432554,1922.9599999999998,76.91839999999999,1909.127762708568
22,0,0,Vendor A,Disguised,25363116.878956284,4049.58,141.73530000000002,4528.414765732199
32,1,1,Vendor A,Rooftop,9852791.308713319,6880.4400000000005,206.41320000000002,6942.38371715938
21,0,1,Vendor B,Pole,8990139.21095194,1886.79,37.7358,1858.6327772429495
4,0,1,Vendor B,Rooftop,741100.2726159145,972.0,29.16,959.6465854968919
17,0,0,Vendor A,Tower,15537210.406488096,3404.36,136.17440000000002,3564.3966304403916
27,1,1,Vendor B,Tower,55674225.49715771,3059.8,122.39200000000001,3073.694845814548
27,0,1,Vendor B,Tower,21212036.755811572,2839.8,113.59200000000001,2681.033911571138
27,0,1,Vendor A,Rooftop,22391874.735379774,5837.6,175.12800000000001,6000.82297010567
14,0,0,Vendor B,Rooftop,4456347.674801905,1542.1599999999999,46.264799999999994,1511.5561884928213
21,0,0,Vendor B,Tower,16530816.8854576,2582.72,103.30879999999999,2783.6834096357757
15,0,1,Vendor A,Tower,11296176.675561182,3257.5299999999997,130.3012,3401.345749950836
18,0,0,Vendor A,Tower,5100772.01069396,3566.19,142.6476,3502.948082306026
19,0,1,Vendor A,Other,10988582.970944773,3762.14,122.26955,3922.0754930156113
24,0,1,Vendor B,Tower,15321967.514468942,2577.6000000000004,103.10400000000001,2584.605677733304
21,0,0,Vendor A,Tower,36669936.20981798,4051.6800000000003,162.0672,4192.270853482182
21,0,0,Vendor A,Rooftop,12272094.388539428,4169.54,125.08619999999999,4230.616395820404
27,0,0,Vendor B,Tower,58852836.97912612,3242.4799999999996,129.6992,3134.5455483075384
21,1,1,Vendor A,Tower,23729954.15919231,4452.54,178.1016,4339.385406008343
18,3,1,Vendor B,Tower,37334699.66144676,2713.2,108.52799999999999,2827.3141086876835
24,3,1,Vendor A,Rooftop,13868332.6480987,5688.5,170.655,5631.6548488309645
15,0,0,Vendor A,Tower,11913259.14342239,3080.7000000000003,123.22800000000001,3031.358610593164
19,0,1,Vendor A,Tower,10806063.38497897,3875.9300000000003,155.0372,3730.6434699790007
18,0,1,Vendor B,Pole,14840076.048820568,1685.82,33.7164,1700.1629061638962
29,0,0,Vendor A,Tower,33789666.18508654,5346.320000000001,213.85280000000003,5806.102215124726
24,4,1,Vendor A,Rooftop,23431093.106207203,5820.889999999999,174.62669999999997,5637.423774513007
6,0,0,Vendor B,Rooftop,0.0,1037.3600000000001,31.120800000000003,1038.1140027571068
19,0,0,Vendor A,Rooftop,21291872.094008237,3806.7799999999997,114.20339999999999,3971.5256044114544
8,0,0,Vendor B,Rooftop,1147224.9939729976,1163.56,34.9068,1160.7832923179046
10,0,0,Vendor A,Tower,6801223.384895786,2271.55,90.86200000000001,2313.027539810947
27,0,1,Vendor B,Tower,14889591.209853627,2839.8,113.59200000000001,2721.6488351215035
24,1,0,Vendor A,Tower,54450570.13351267,4708.54,188.3416,4789.903021070051
16,0,0,Vendor A,Tower,21421373.29837774,3242.53,129.7012,3218.347788424319
27,2,0,Vendor A,Tower,26305931.58522692,5365.400000000001,214.616,5581.179480257073
12,0,0,Vendor A,Rooftop,16165665.653144179,2537.12,76.11359999999999,2629.1251834944183
4,0,0,Vendor A,Rooftop,0.0,1086.08,32.5824,1173.818128004495
21,0,1,Vendor B,Tower,4811647.178443999,2315.4,92.616,2369.710476139099
24,0,0,Vendor B,Tower,25848332.1909953,2912.6,116.504,2950.8049741725313
21,0,1,Vendor B,Disguised,4552926.607145782,2719.86,95.19510000000001,2738.4275230200556
18,0,1,Vendor B,Disguised,14174358.422537288,2399.88,83.99580000000002,2370.3981003106824
27,0,1,Vendor B,Tower,27610366.244352557,2839.8,113.59200000000001,2878.5105231326297
23,0,0,Vendor A,Tower,30375434.68653868,4375.34,175.0136,4323.944976988157
21,0,0,Vendor B,Disguised,9578925.194503956,2564.91,89.77185,2580.0777250220394
24,0,0,Vendor B,Tower,44221079.34495155,2912.6,116.504,3070.2225612440325
19,0,0,Vendor A,Tower,17388510.337865774,3728.0200000000004,149.12080000000003,3580.9049901266526
9,0,1,Vendor B,Pole,450496.36018865777,1082.9099999999999,21.658199999999997,1107.8812785877428
16,0,0,Vendor A,Other,4495297.887815489,3245.3700000000003,105.47452500000001,3387.3083363040346
27,0,1,Vendor B,Rooftop,4521590.227387774,3801.0,114.03,3787.56046171575
24,14,1,Vendor B,Rooftop,32589158.657871924,6512.0,195.35999999999999,6110.392326814209
18,1,0,Vendor A,Tower,30490185.70313517,3737.56,149.5024,3647.7849217335593
13,0,1,Vendor A,Rooftop,7921576.1339058895,3288.34,98.6502,3418.81060602639
25,0,0,Vendor A,Other,3811335.4023047686,5058.51,164.401575,5054.75185126452
18,0,1,Vendor B,Tower,12222242.431191763,2053.2,82.128,1972.7479364911787
13,2,0,Vendor A,Tower,17501297.851796832,3099.7799999999997,123.99119999999999,3037.8199740864884
16,0,0,Vendor A,Tower,43598175.960226744,3242.53,129.7012,3353.413191713195
30,0,1,Vendor A,Tower,27199921.053042423,5576.53,223.06119999999999,5699.8283587351025
12,0,0,Vendor B,Rooftop,1244287.2021588583,1415.96,42.4788,1405.8467401830649
16,0,1,Vendor A,Rooftop,4252360.542872121,3834.61,115.0383,3792.642487423831
27,6,1,Vendor B,Tower,13771792.324406248,4159.8,166.39200000000002,4095.122659075418
6,0,0,Vendor B,Pole,475918.1645453803,1070.1399999999999,21.4028,1050.5788283211098
24,5,1,Vendor B,Tower,28094084.683179088,3677.6000000000004,147.104,3923.0734622414775
24,0,0,Vendor B,Tower,48744964.41902454,2912.6,116.504,2875.2894122055336
27,0,1,Vendor B,Tower,36079414.56156732,2839.8,113.59200000000001,2981.480436683946
19,0,1,Vendor A,Tower,11277577.960706322,3875.9300000000003,155.0372,4119.114759545429
21,0,0,Vendor B,Tower,21435235.961361974,2582.72,103.30879999999999,2687.9411883293546
24,1,1,Vendor A,Rooftop,51731985.96643067,5423.72,162.7116,5353.943100169595
18,0,1,Vendor B,Rooftop,4441863.136492973,2694.0,80.82,2726.8278685613495
15,1,0,Vendor B,Disguised,3001251.5515634143,1951.64,68.30740000000002,1949.987960646387
5,0,1,Vendor B,Rooftop,533018.2053042748,1095.0,32.85,1065.7121993527683
18,5,1,Vendor A,Rooftop,41498340.11987773,4860.74,145.82219999999998,4908.269659303042
16,0,0,Vendor A,Tower,3647061.772759007,3242.53,129.7012,3093.1571405675936
24,0,0,Vendor B,Other,29629094.967814535,2529.43,82.206475,2628.9737503309334
19,2,1,Vendor A,Tower,23417851.761286117,4410.75,176.43,4329.5345895024575
21,1,0,Vendor B,Tower,7488142.775389226,2783.35,111.334,2805.8362543493545
24,2,1,Vendor B,Rooftop,43769562.36017777,3872.0,116.16,3905.046947242907
22,0,0,Vendor A,Other,16651695.425932983,4454.13,144.75922500000001,4416.808356697628
21,0,0,Vendor B,Tower,6437806.244139785,2582.72,103.30879999999999,2644.0474264441277
18,0,0,Vendor B,Disguised,6363381.008993331,2218.89,77.66115,2182.3132604761336
19,0,0,Vendor A,Tower,15806977.169146754,3728.0200000000004,149.12080000000003,3860.2392117561585
18,0,1,Vendor B,Pole,8226361.523050505,1685.82,33.7164,1641.043793297434
18,0,1,Vendor A,Tower,13754364.851422358,3721.33,148.8532,3740.1896341197953
27,0,1,Vendor B,Tower,35752714.20462043,2839.8,113.59200000000001,3068.8128319484836
21,0,1,Vendor B,Tower,25685243.488907166,2315.4,92.616,2224.5823848626746
16,0,0,Vendor A,Tower,22926531.259611513,3242.53,129.7012,3155.8065036229723
30,1,1,Vendor B,Rooftop,24622878.98095723,4390.0,131.7,4458.206087462942
24,1,0,Vendor B,Tower,40828730.414879985,3113.23,124.5292,3135.6736886850294
23,0,0,Vendor B,Rooftop,14300400.294072919,2110.06,63.30179999999999,2132.3726630511205
25,0,1,Vendor A,Tower,69664223.19102098,4803.53,192.1412,4898.448633116671
3,0,0,Vendor B,Rooftop,1069426.8681191707,848.06,25.441799999999997,864.3631837665547
24,2,1,Vendor B,Tower,40556140.73808524,3017.6000000000004,120.70400000000002,3154.562466994421
24,1,1,Vendor B,Tower,6928256.271304529,2797.6000000000004,111.90400000000001,2843.8382978945756
24,0,1,Vendor B,Tower,15438421.593243105,2577.6000000000004,103.10400000000001,2552.8450095128865
5,0,1,Vendor B,Rooftop,1456177.3909095277,1095.0,32.85,1117.3184509466641
18,0,1,Vendor B,Tower,4557245.344845909,2053.2,82.128,2215.3154951767883
24,0,1,Vendor A,Other,39141855.293705575,4806.09,156.197925,4785.417471507309
21,0,1,Vendor A,Other,7914211.380970015,4179.72,135.8409,4049.413501734535
18,0,1,Vendor B,Pole,17450254.972874306,1685.82,33.7164,1723.5630790574614
27,0,1,Vendor B,Tower,9943176.704698196,2839.8,113.59200000000001,2826.158532696683
15,0,1,Vendor A,Rooftop,3419359.437877977,3652.52,109.5756,3422.0413328043364
21,0,1,Vendor B,Other,16222388.024535991,2500.62,81.27015,2570.447236199597
27,0,1,Vendor B,Tower,20990372.92787717,2839.8,113.59200000000001,2779.6374338533205
17,0,0,Vendor A,Rooftop,6137922.606960496,3444.02,103.3206,3434.678738121112
27,0,1,Vendor B,Tower,22342777.44272034,2839.8,113.59200000000001,2877.7618033110766
24,1,1,Vendor A,Rooftop,17473015.171265263,5423.72,162.7116,5454.805249039629
16,1,0,Vendor B,Rooftop,1372695.0883829824,1760.6200000000001,52.8186,1798.4938673133877
27,0,1,Vendor B,Disguised,33474017.35257084,3359.8199999999997,117.5937,3308.997846510521
18,0,1,Vendor B,Pole,17414293.23657033,1685.82,33.7164,1703.2091524777206
16,0,0,Vendor A,Tower,14808127.30519318,3242.53,129.7012,3209.040626373219
24,0,0,Vendor B,Tower,29730718.986256212,2912.6,116.504,2999.9588511834068
24,0,1,Vendor B,Tower,20135585.28299804,2577.6000000000004,103.10400000000001,2641.834158149215
25,0,1,Vendor A,Disguised,39151321.95833397,4535.6900000000005,158.74915000000004,4389.5945595513695
27,0,1,Vendor B,Tower,11134115.686359277,2839.8,113.59200000000001,2965.8774120865182
24,2,1,Vendor B,Tower,30497159.463507857,3017.6000000000004,120.70400000000002,2953.5956001022796
26,2,1,Vendor A,Other,22298593.8396629,5868.23,190.71747499999998,6024.38219333699
21,3,1,Vendor A,Rooftop,13946080.582445899,5142.23,154.2669,5199.2035839374985
21,2,1,Vendor B,Tower,18824811.58680837,2755.4,110.21600000000001,2965.6314261723574
24,0,0,Vendor B,Tower,30553126.021745738,2912.6,116.504,2886.6813305815563
15,1,0,Vendor A,Tower,8615006.106190737,3252.07,130.08280000000002,3206.9458794883617
10,0,0,Vendor B,Rooftop,15585005.099707346,1289.76,38.6928,1289.0088199088734
21,1,1,Vendor B,Tower,11381677.266177673,2535.4,101.41600000000001,2504.838406841357
16,0,0,Vendor A,Tower,25273133.24822258,3242.53,129.7012,3347.961206066199
23,0,1,Vendor A,Tower,13612104.20020539,4494.33,179.7732,4212.954478673533
21,0,0,Vendor A,Tower,40562066.06617747,4051.6800000000003,162.0672,3884.4613018217206
18,0,0,Vendor A,Tower,30194584.43923331,3566.19,142.6476,3417.077597576262
18,0,1,Vendor A,Tower,12413706.853810387,3721.33,148.8532,3865.509258540028
18,0,1,Vendor B,Other,10455933.424826147,2211.96,71.8887,2338.416369109744
18,0,1,Vendor A,Pole,1916883.1897484222,3285.98,65.7196,3279.122803918776
18,1,1,Vendor A,Rooftop,8738982.67642045,4331.18,129.93540000000002,4309.299537101118
4,0,1,Vendor B,Tower,2722788.8906876,829.6,33.184000000000005,831.9278709054524
21,0,1,Vendor B,Tower,8221992.744315015,2315.4,92.616,2425.5482732438754
18,0,1,Vendor B,Other,935457.3689358827,2211.96,71.8887,2146.2883972350173
21,0,1,Vendor A,Rooftop,6342295.179283077,4745.0599999999995,142.35179999999997,4779.113869429819
21,0,1,Vendor B,Tower,23602326.508540835,2315.4,92.616,2407.5036095449327
21,0,1,Vendor B,Disguised,33481039.732753087,2719.86,95.19510000000001,2767.982469169676
28,0,1,Vendor A,Rooftop,11700440.2524195,6019.6900000000005,180.5907,6054.024221355632
18,0,1,Vendor B,Pole,2182386.4412409263,1685.82,33.7164,1719.9118064066213
19,0,1,Vendor A,Other,12097061.17165736,3762.14,122.26955,3445.7200473255243
18,0,1,Vendor B,Tower,3455944.8412384726,2053.2,82.128,2109.634193577469
21,0,1,Vendor B,Tower,33760447.403491154,2315.4,92.616,2255.6077108122395
27,0,1,Vendor B,Disguised,21549152.962181617,3359.8199999999997,117.5937,3151.300578603603
30,1,0,Vendor B,Disguised,25856899.895433255,3681.7400000000002,128.86090000000002,3748.2068695524445
3,0,1,Vendor B,Rooftop,943914.9123749395,849.0,25.47,884.7179933680752
21,1,1,Vendor B,Other,50776554.44303241,2720.62,88.42014999999999,2708.4938860245793
21,1,0,Vendor B,Tower,20620480.284071088,2783.35,111.334,2891.4850263269673
24,0,1,Vendor B,Tower,29752695.861093573,2577.6000000000004,103.10400000000001,2749.3097048767095
13,0,0,Vendor A,Tower,1971801.6143381195,2757.04,110.2816,2905.932155733478
22,0,0,Vendor A,Tower,44591517.540697455,4213.51,168.5404,4499.17753794403
22,3,1,Vendor A,Tower,39692756.91472291,5141.959999999999,205.67839999999998,5296.887740913182
24,0,1,Vendor B,Tower,29190528.184045773,2577.6000000000004,103.10400000000001,2585.389255433253
21,1,0,Vendor B,Tower,8344542.099858965,2783.35,111.334,2610.5909301445513
18,0,1,Vendor B,Pole,471972.34013009956,1685.82,33.7164,1677.544039462374
24,0,1,Vendor A,Tower,49671867.87341043,4648.929999999999,185.95719999999997,4494.737292266002
18,2,0,Vendor B,Tower,5179212.472084474,2654.1000000000004,106.16400000000002,2894.8790258341837
12,0,0,Vendor A,Tower,16671028.798308603,2595.21,103.8084,2577.0156528269254
16,0,1,Vendor A,Tower,15431691.650200482,3412.13,136.48520000000002,3428.98713618153
